番号,判定,総プレイ時間(時間),レビュー本文,AI感情判定(Ollama),具体的な要因,要因の分類,AIによる分析理由
34,おすすめしない,1347,OW2からOWに戻ってから頻繁にクラッシュするようになった。公式フォーラムに問い合わせても何の情報も得られず、クラッシュのせいで、BANされてしまいまともにプレイできなくなっている。,negative,クラッシュ,ゲームシステム,頻繁なクラッシュとサポート不足によりプレイ不能になっているため。
35,おすすめしない,1107,勝率調整やめろ,negative,勝率調整,ゲームシステム,勝率調整を批判しているため。
36,おすすめ,24,akasatana,positive,恐怖感,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神を揺さぶられる体験ができたため。
37,おすすめしない,469,,neutral,データなし,その他,レビュー本文が空です。
38,おすすめ,378,面白い,positive,面白さ,その他,「面白い」と表現しているため。
39,おすすめ,330,自分のPCは決して性能がいいとは言えませんがそれでも144fps張り付きでサクサク動くのはすごいです。ゲーム自体も非常に面白くおすすめできます。ロールはタンク、ダメージ、サポートの3つがあり自分はサポート専なのでよかったですがダメージは人気なこともあり非常にマッチング時間が長いです。民度はレビューを見る限り散々に言われていますがチャットをミュートにするなど自衛もできます。,positive,サクサク動く,ゲームシステム,PC性能が良くなくても144fpsで動作する点が素晴らしいと述べているため。
40,おすすめしない,102,"アプデがクソみたいに遅い
私の環境のせいかもしれませんが、ssdに入れてるし他のゲームはここまで遅くないと思います
ゲームの内容は面白いと思います
アンランを除いて",negative,アプデ速度,外部要因・映画化,アプデが遅いことを批判しているため。
41,おすすめ,58,OWから逃げるな,negative,映画化,外部要因・映画化,ゲームの内容よりも、映画化に不満を述べているため。
42,おすすめしない,92,つまらないのでやめた方がいい,negative,ボリューム不足,ボリューム・価格,「つまらない」と表現し、プレイを中止したため。
43,おすすめしない,291,TANK GAP GG,negative,映画化,外部要因・映画化,ゲームの内容よりも、映画化に不満を述べているため。
44,おすすめしない,316,面白すぎてアンインストールしました！,negative,ボリューム不足,ボリューム・価格,短すぎるゲーム内容に不満を感じているため。
45,おすすめしない,711,本当に面白い奇跡の神ゲー,positive,神ゲー,その他,「奇跡の神ゲー」と表現しているため。
46,おすすめ,22,csで1500時間ほどプレイしました、まずこのゲームは負けると死にたくなるほど不快な気持ちになります、ですが勝ったときやキャリーした時は恐らくほとんどの人間が人生で感じる最大の快感を味わえます。ゲームを閉じるたびにもう二度とやらないと心に決めても数時間後もしくは数秒後にはにはモニターにOWと表示されています、低評価レビューをかいてる人もどうせ今もプレイしているでしょう。とにかく中毒性があり気づけば３年もやってました。,positive,中毒性,その他,負けると不快な気持ちになるが、勝った時の快感やゲームの引き込みやすさが中毒性を生み出すため。
47,おすすめ,85,このゲームを閉じたときに幸せな気持ちだったことほとんどない,negative,閉じたときの気持ち,その他,ゲームを終えた後の感情が「幸せ」ではなかったため。
48,おすすめ,1328,プレステの時からお世話になってる神ゲー、コレが無料で良いのかと思うほどのシューティングゲームです。もちろん課金要素はありますが、スキンに関するものばかりで、最近のありがちな課金したら強くなるだとか、某ゲームのようにキャラクターを解放するために、課金が必要なわけでもないです。私は、いつもありがとうの気持ちで課金させてもらってます。,positive,シューティングゲーム,ゲームシステム,レビュー者は「神ゲー」と表現し、シューティングゲームとしての質を高く評価しているため。
49,おすすめ,997,どのFPSよりも面白い,positive,面白さ,その他,「どのFPSよりも面白い」と表現しているため。
50,おすすめ,260,kamige-,positive,恐怖感,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神を揺さぶられる体験ができたため。
51,おすすめしない,829,マッチング遅すぎんねんしばくぞ,negative,マッチング遅すぎ,ゲームシステム,マッチングが遅いという点で不満を述べているため。
52,おすすめ,91,いい,negative,映画化,外部要因・映画化,映画化に関する不満を述べているため。
53,おすすめしない,208,"シオン追加アップデートに伴ってクラッシュ頻度が２試合に一回まで増えた。以前のバージョンでは一度も落ちていなく、ゲーム内設定はプリセットで低にしているHDR は不使用。
ライバルマッチのクラッシュで合計８時間ban記念レビュー。
また公式サポートは問い合わせがそもそもできない設計になっているため泣き寝入りするしかない。
このゲームはやる価値がない。",negative,クラッシュ頻度,ゲームシステム,アップデートによるクラッシュ頻度の増加と公式サポートの非対応が挙げられているため。
54,おすすめ,360,最高なゲーム,positive,最高,その他,「最高なゲーム」と表現しているため。
55,おすすめしない,0,勝てない,negative,勝てない,ゲームシステム,ゲームが難しすぎて勝てないと述べているため。
56,おすすめ,54,おもしろい,positive,おもしろい,その他,「おもしろい」と評価しているため。
57,おすすめしない,180,ホラゲー,negative,ボリューム不足,ボリューム・価格,短すぎるゲーム内容に不満を述べているため。
58,おすすめしない,1175,気持ちが冷めるポイントが非常に多く散りばめられたゲーム。,negative,気持ちの冷めるポイント,その他,多くの「気持ちの冷めるポイント」が挙げられているため。
59,おすすめしない,189,なぜかすごくみんな怒っている,negative,みんな怒っている,外部要因・映画化,ゲームの内容ではなく、周りの反応がネガティブであるため。
60,おすすめしない,88,こんなゲームしてる暇あったら田植えしてろもいらみてえに,negative,ボリューム不足,ボリューム・価格,「こんなゲームしてる暇あったら田植えしてろ」という表現から、ボリュームが少なすぎることを皮肉っているため。
61,おすすめ,133,"シンプルに面白い。今までやってきたFPSの中で一番純粋な面白さ。
エイムアシストを恐れることなく、キーマウで充実したゲーム体験ができる。
互いにHPが多く駆け引きが生まれ、エイムする楽しさ･攻撃する楽しさもたっぷり感じる事ができる。
他の要素についても比較的バランス良くできていると思われ、とにかくFPSとしての完成度が高い。",positive,エイムアシスト,ゲームシステム,エイムアシストを恐れることなくプレイできる点が評価されているため。
62,おすすめ,13,くそおもろい,positive,くそおもろい,その他,「くそおもろい」という表現から、ゲームを非常に面白いと感じていることがわかるため。
63,おすすめ,459,.,positive,恐怖演出,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神を揺さぶられる体験ができたため。
64,おすすめしない,72,Kiriko > Mercy + Moira,negative,バランス調整,ゲームシステム,KirikoがMercyとMoiraを上回る性能を持っているため。
65,おすすめ,10,"あまりにも評価が低いのでおすすめでレビューしておきます
battlenetの方で800時間ほどプレイ(ランクは緑です)
仮にも対戦FPSで数少ないGame of the Yearを受賞してるゲームが面白くないはずありません。
[b]一度はプレイしてみてほしい。このゲームは他には絶対に味わえない何かがあります[/b]
ただ、他の人が言っているようにチャットは必ずOFFにしましょう(多分今はデフォルトなのかな？)。
運営もいいとも言えませんがどっかの鬼ごっこゲームとかと比べるとずいぶんマシなので...


[h3]ランクマッチについて[/h3]
楽しく遊ぶならやらなくていいです。このクイックはこのゲームの楽しいところだけを楽しめます。

ランクマッチは(ランク上の)同じ実力の人と対戦できるモードです。[u]ランクを上げるのはおまけ[/u]
まぁ上は建前なので本題を(メンタルを保つには大事)

このゲームはMOBAとFPSの組み合わせと言われる通りとてもチームの連携が重要です、なのでソロで回すと負けたときの原因探しの結果が味方になりがちです。(私はもうそうは思わなくなった)
そのためチームメイトに暴言を吐いたりする人が一定数居ます(日本人として悲しいね)
ランクマッチを楽しく遊ぶには
[list]
 [*]パーティで遊ぶ
 [*][b]絶対に他責せず負けた原因はすべて自責する[/b]
 [*]何も考えずに遊ぶ
 [*]勝ち続ける
[/list]
これらのどれかになると思います。(私は2の人だったけど少数なんだろうなぁ)
これを踏まえると、
上達したい、報酬が欲しい、自分と同じレベル帯の人と遊びたい等の理由がなければこのゲームのランクマッチは遊ぶ意味がないと思います。
[h1]要するにこのゲームはめちゃくちゃ面白くて白熱する！
だ　か　ら　負けるとイライラする！[/h1]",positive,白熱感,その他,ゲームの白熱感が作者を惹きつけ、負けることへのイライラの感情も表現しているため。
66,おすすめしない,137,楽しくない,negative,楽しくない,その他,文章全体から「楽しくない」というネガティブな感情が表現されているため。
67,おすすめ,892,かみげー,negative,ボリューム不足,ボリューム・価格,「かみげー」という短い感想から、ゲームの内容に満足していないことが推測できるため。
68,おすすめしない,325,"とにかくマッチ格差がひどい
民度とかそんなのどうでもいいくらいです",negative,マッチ格差,ゲームシステム,プレイヤー間の能力差が大きく、ゲーム体験を損なっているため。
69,おすすめしない,2695,"ロールキュー、オープンキューのマッチングシステムが壊れてます。
せめてスタジアムのランクシステムにして欲しいです。",negative,マッチングシステム,ゲームシステム,マッチングシステムのバグに不満を述べているため。
70,おすすめ,252,"暴言、肢体撃ち、楽しい！！！！！！！！！！！！！！！！！
どのfpsゲームももっと民度悪くなってfpsというゲームは新規お断りにしよう！！！！！！！！！！！！！！！！！！！！！！",positive,民度悪さ,その他,暴言、肢体撃ちを楽しむ様子から、ホラー要素ではなくゲーム性そのものを肯定的に評価しているため。
71,おすすめ,440,心臓を捧げよ,positive,恐怖演出,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神的に揺さぶられる体験ができるため。
72,おすすめ,140,嫌いになりそう,negative,ボリューム不足,ボリューム・価格,「嫌いになりそう」という表現から、ゲームの内容に満足していないことが推測できるため。
73,おすすめ,68,hizyouniomosiroi,negative,映画化,外部要因・映画化,映画化に期待していたが、組織の問題でゲームの内容と関係ない不満を述べているため。
74,おすすめ,65,このゲームはとてもイライラします。ありえんぐらいイライラします。面白くはあるのですがやっぱりイライラします。イライラに耐えられるならばインストールしましょう。,positive,イライラ,ゲームシステム,レビューでは「イライラする」と表現しながらも、「面白くはある」と肯定的な要素も述べているため。
75,おすすめ,72,omoroi,negative,映画化,外部要因・映画化,映画化に期待していたが、ゲームの内容と全く関係ないため不満である。
76,おすすめしない,317,パチンコ,negative,パチンコ,その他,ゲームの内容がパチンコと表現されているため。
77,おすすめしない,139,いろんな意味で時間を無駄にします,negative,時間の無駄,ボリューム・価格,「いろんな意味で時間を無駄にする」という表現から、ゲームの内容に満足していないため。
78,おすすめ,1962,battlenet版より軽量なのか最適化されているからなのかわかりませんがfpsが安定してでるのでSteam版、おすすめです。,positive,fps安定,ゲームシステム,FPSが安定しているためおすすめと述べている。
79,おすすめ,9,KANNOKEHAZAMA,positive,恐怖演出,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神を揺さぶられる体験ができるため。
80,おすすめ,322,☻,negative,映画化,外部要因・映画化,映画化に関する不満を述べているため。
81,おすすめ,636,ひかきん,positive,恐怖演出,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神を揺さぶられる体験ができるため。
82,おすすめしない,1250,"マスター３からプラチナへ降格！！
明らかに味方のせいで負けてる試合のほうが多いです。
友達を作り友達とやりましょう",negative,味方のせいで負ける,ゲームシステム,味方のプレイに不満があり、負けが続いているため。
83,おすすめしない,435,レートおかしいし味方弱すぎるし勝てないしパーティー組まないとごみげーです,negative,味方弱すぎる,ゲームシステム,味方の性能が低いと感じるため。
84,おすすめ,433,おもんない,negative,ボリューム不足,ボリューム・価格,「おもんない」という表現から、ゲームの内容に満足していないため。
85,おすすめ,1380,最高,positive,最高,その他,「最高」という表現から、ゲームに対する肯定的な感情が強いと判断したため。
86,おすすめ,1439,"タンク　ダメージ　サポート　の三つのロールと書いてありますがこれは嘘です
マッチングでロール確定選択をしない限り、ほぼタンク専になります。

その話はいったん置きまして．．．。
ほぼクイック専の感想ではありますが、このゲームは本当に面白いと思います。
キャラを動かしたときの楽しさ、爽快さ、気持ちの良いプレーができたときの脳汁は他スキル系FPS（ﾓﾊﾞ系FPS）のはるか上をいく気持ちよさがあります。
（私自身、出身FPSはC〇Dで、楽しく突ショットガンで快楽を摂取していた中このゲームを遊び始めたところ、古巣には戻らなくなったくらい、このゲームは本当に面白いです。）
一方、気持ちいいだけかと思いきやチームの構成や動き、スキルを吐くタイミングやポジションを考えて動く重要性もかなり高いので、そういった面でも楽しめるゲームであると私は考えます。

ただし、これはクイック専の私が書いたレビューです。
ランクマッチは「楽しい地獄」とも言われているので、本気よりでランクを上げようと思っている方は注意してください。",positive,気持ちよさ,ゲームシステム,キャラを動かしたときの爽快感や脳汁が他FPSとは比べ物にならないほど気持ち良いと述べているため。
87,おすすめしない,1142,"他責が多いです。
自身は間違っていないという、変な自信を持たれた方が大勢います。
民度のせいで、ゲームが不憫でならない。",negative,他責,その他,プレイヤーの民度を批判し、ゲーム自体に問題があると感じているため。
88,おすすめ,128,"やるだけ無駄


D.vaはいいぞー",negative,ボリューム不足,ボリューム・価格,「やるだけ無駄」と表現しているため。
89,おすすめしない,266,"どういうわけか最近頻繁に試合中にタイトル画面に戻されマッチから外されます。そしてペナルティーを受けてゲームをできなくされます。コレが治らないと最悪アカウントを失うことになりかねないんだけどこれは運営は把握してるんだろうか…
追記
新シーズンになってからさらに悪化しました。毎日1回は起きてる感じでどんどんまともに遊べなくなってきてますね…",negative,マッチング問題,ゲームシステム,頻繁にタイトル画面に戻され、ペナルティを受けるというゲームシステム上の問題点が挙げられているため。
90,おすすめしない,660,"ゲーム内データで約1.000時間遊んでいるプレイヤーです。もしかしたら、やっている人は何処かのマッチで名前を見たかもしれません。
もし、時間と人に対して〇意を膨れ上がらせることをしたくなかったらやらない方が良いです。

同じ実力の者と同じと気軽なカジュアルマッチは相手は強く味方は弱い、または逆のガバガバのマッチングばかりです。

カジュアルはまだ割り切れますがランクマッチは地獄です。

私はシーズン2からSUPから初めて今はタンクをメインにやっています。道中までトロールもトキシックもしませんでしたが真面目に頑張っても味方は何もしない、アンチピックもしないマッチで刺さりもしないOTP達、エイムも判断も立ち回りも終わってるDPSとSUP達のTank Gap GG のチャットが日々、連呼され文句を言うやつは通報してそのランクマッチはキャラ練習や相手チームとエモート遊びをする位に心が壊れました。

更にカジュアルでも実力がガバガバマッチを運営は平等のマッチングだと公言しています。6連敗の後に2勝して4連敗、1勝して4連敗。

もし、本当に公平なお互いの実力が同じのマッチングならプラチナ1かダイヤに届いたかもしれない私のランクはプラチナ3昇格から7段階下がったゴールド5、更にシルバーへの降格保護がついたランクに落ちました。これが運営の言う公平なマッチだというのがタンクのランクマッチの”平等”のマッチングらしいです。

この様に、長々とレビューをくらいに私は鬱憤も限界になり情緒も破壊される程になってしまったので書きました。

OW！辞めよう！

そして、他のゲームをした方が幸せに楽しくなれる！",negative,マッチングの不公平さ,ゲームシステム,運営が公言する平等なマッチングとは程遠く、実力の差が激しいマッチングばかりでプレイヤーはストレスを感じているため。
91,おすすめしない,425,ゴミ,negative,ゴミ,その他,「ゴミ」という表現から、ゲームに対するネガティブな感情が強いことがわかるため。
92,おすすめしない,468,"フルパ(5人)でプレイできないのであれば、おすすめしません。
ソロでプレイするとストレスが溜まるだけです。
ランクシステムがゴミです。
判定でプラチナ以下であれば違うゲームをしましょう。",negative,ランクシステム,ゲームシステム,ランクシステムの評価が低く、プレイ意欲を削ぐため。
93,おすすめしない,338,おもんない,negative,ボリューム不足,ボリューム・価格,「おもんない」という表現から、ゲームの内容に満足していないため。
94,おすすめしない,644,"民度があまりにも終わりすぎている。
他にも民度が低いと称されるゲームは数多くあるが、個人的にはこれまでやってきたゲームの中で断トツで最低。

プレイするなら最低でも設定からチャット表示はオフにすることをお勧めします。
いや、そもそもインストールすること自体お勧めしません。
というか、少しでもこのゲームに興味を持って今ここのレビュー欄を見ていることすらお勧めしません。
ブラウザバックしてもっと他の楽しいゲームを探しましょう。",negative,民度,その他,プレイヤーの行動やコミュニティの質を批判しており、ゲーム自体へのネガティブな印象が強い。
95,おすすめしない,48,"今日抜くキャラを決めてp〇rn hubをつけるだけのゲームです
足の裏見てるほうがおもろい",negative,ボリューム不足,ボリューム・価格,「今日抜くキャラを決めてp〇rn hubをつけるだけのゲーム」と表現し、内容が薄いと感じているため。
96,おすすめしない,334,みんなでアンランクやってるときは非常に楽しかったがソロランクに潜った瞬間世界が変わりました。そこは地獄だと思ってます。子供の時に親に読んでもらった地獄の本に追加してほしいです、無限ow地獄。別のゲームのおかげで治った白髪とはげもまた再発しました,positive,無限ow地獄,ゲームシステム,ソロランクでの過酷な状況を「地獄」と表現し、ホラー要素として肯定的に捉えているため。
97,おすすめしない,901,tank gap gg,negative,ボリューム不足,ボリューム・価格,「tank gap gg」という表現から、ゲームが短く、期待外れだったと感じているため。
98,おすすめしない,97,マッチング長いくせにマッチングシステムが終わっている。勝率を調整するんじゃなくてチームバランスを調整してくれ,negative,マッチングシステム,ゲームシステム,マッチングシステムの不備が原因で不満を抱いているため。
99,おすすめ,1120,"とんでもないストレスと、ドブ川のような品質のプレイヤーたちに人生を少しずつ壊されていくゲームです。
マゾヒズムに傾倒している方々には大いにオススメします。",positive,ストレス,その他,ホラー要素として「ストレス」と表現し、マゾヒスト向けと肯定的に評価しているため。
100,おすすめしない,1581,"kusoge-
mattigagomisugi",negative,kusoge,その他,「クソゲー」と表現しているため。
