番号,判定,総プレイ時間(時間),レビュー本文,AI感情判定(Ollama),具体的な要因,要因の分類,AIによる分析理由
34,おすすめ,0,"[H1] 異界と化した地下道からの脱出 [/H1]

ループする地下道を歩きながら、隠された「異変」（アノマリー）を探し出していくというウォーキングシミュレーター。

舞台となるのはほんの10メーター程度の地下道なのだが、素っ気ない内装や人の気配の少なさが、いかにもオフィス街にある地下道を日曜に歩いているという趣きで、そこはかとないリアルな怖さがある。

ゲームをクリアするには、ラウンドごとに「異変がある」あるいは「異変がない」のどちらであるかを正しく判断し、規定回数を連続して正解しなければならない。

ちなみに異変とは何ぞやという話だが、見つけてさえしまえば明らかに異様な部分なので、そこの部分で判断に迷うことはないはず。
ただし観察力の盲点を突いたかのように巧妙に隠されているものや、素早い対応を求められる異変もあり、なかなかに大変であった。
異変の種類にはそれなりのバリエーションがあり、ランダムに出題されるようだ。


プレイ時間の割には楽しめる作品だが、個人的にはどこをどう設定しても酔いやすいのがつらかった。


[table]
    [tr]
        [th]言語依存度[/th]
        [th]なし（日本語対応）[/th]
    [/tr]
    [tr]
        [td]難易度[/td]
        [td]★★★☆☆[/td]
    [/tr]
    [tr]
        [td]恐怖度[/td]
        [td]★★☆☆☆[/td]
    [/tr]
[/table]",positive,異変の種類のバリエーション,ゲームシステム,異変の種類が豊富でランダムに出題されるため、飽きさせない楽しさを提供している。
35,おすすめ,2,"話題になっているゲームだからとプレイ。
みんなやってるから楽しいゲームなんだろうなと思っていたら、想像以上に怖くてガチビビりました。
でもさすが雰囲気があって面白い。価格もそんなに高くもないので、話題についていくという意味でも、プレイして損はないかと思います。",positive,雰囲気,演出・グラフィック,ゲームの雰囲気が良いと述べているため。
36,おすすめ,6,b,negative,組織の問題,外部要因・映画化,映画化や組織の問題に対する強い不満を述べているため。
37,おすすめ,368,"無限にできる最高のゲームです。RTAなどにも挑戦し、ふと暇な時間があると起動してプレイしていました。もはや生活の一部になっていた言っても過言ではありません。また、夏の映画公開に伴い、アップデートがあったことでさらに楽しく遊ぶことができました。
まず、グラフィックが非常に綺麗で、一人称にも関わらずプレイをしてみると酔いなどがほとんどなく快適に遊べます。曲がったり、引き返したりが多いゲームですがゲーム酔いの心配もありません。
数十時間プレイしたあたりで全ての異変を暗記してもうやることはないかと思いましたが、その知識を有したうえで遊んでも、一見では分からない異変や稀に見逃してしまうものなどあり、どれだけ遊んでも飽きはこないと思います。
さらに上で言及した通り夏の映画公開に伴い追加された異変によりマンネリが解消されさらに長く遊べるゲームになっていると思います。

魅力は、ジャンプスケアがないため、どんどん進めるにも関わらず、常にリミナルスペースなどで感じられるような閉塞感や不気味さがあり、出口へたどり着いた時の解放感です。
また、誰かと話しながらや片手間にプレイできることでさらに中毒性が増しているのではないかと思っています。

来年も遊びます。
素敵なゲームをありがとうございます。",positive,閉塞感・不気味さ,演出・グラフィック,リミナルスペースなどで感じられるような閉塞感や不気味さが、ジャンプスケアがない中でも恐怖感を生み出しているため。
38,おすすめ,1,いろんな異変があっておもしろかったです！,positive,異変,その他,ゲーム内の様々な異変が面白いと感じているため。
39,おすすめ,2,"新鮮なゲームシステムで面白い
短時間でチャレンジできる点も良い",positive,ゲームシステム,ゲームシステム,「新鮮なゲームシステム」と「短時間でチャレンジできる点」が好印象であるため。
40,おすすめ,1,"めっちゃ怖かったです。
クリアしてないけど二度とやりません",negative,恐怖感,演出・グラフィック,ゲームの恐怖感が強すぎて、クリアしていないにも関わらず二度とプレイしたくないと感じているため。
41,おすすめ,4,謎解きとか脱出系が好きな方はぜひ！映画もあるので、いつか見てほしいです。,positive,謎解き,ゲームシステム,謎解きや脱出系の要素を楽しめることを推奨しているため。
42,おすすめ,1,たのしい,positive,たのしい,その他,「たのしい」と明記しているため。
43,おすすめ,3,"間違い探し的なゲーム
CSばりにぬるぬるした動きで
3D酔いする人はだめかもしれん

全実績解除は簡単
買い",positive,全実績解除,ボリューム・価格,全実績解除が容易であるため、ゲームの価値を感じている。
44,おすすめ,12,yoki,negative,映画化,外部要因・映画化,映画化に関する不満を述べているため。
45,おすすめ,1,ナイスなゲームナイス映画化,positive,映画化,外部要因・映画化,映画化を肯定的に評価しているため。
46,おすすめ,3,"なぜ親指を立てるのか、それは安いからだ。

とにかく発想がいい。
間違い探しをする。操作は見ること、移動すること。
この時点で勝ちなんです。
なぜならやることが「視点移動」と「キャラ移動」で完結するからです。
残りの要素は全部頭の中で行う。
この手軽さがいい。入り口がすごく簡単に思えますよね。これくらいなら簡単かつすぐに満足できるだろうって予測ができる。
そこにこの価格ならば買ってしまいますよね。
つまり流行るべくして流行ったゲームなんですね。

迷ってこのレビューを読んでるくらいならプレイしてみたらいいですよ。",positive,操作の簡単さ,ゲームシステム,視点移動とキャラ移動だけで完結するシンプルな操作が魅力的であるため。
47,おすすめしない,0,"他の間違い探しゲームをやったことのある人であれば超簡単

他の間違い探しゲームとは違い、眺めていれば簡単に違いを発見できます。
私のようにそうゆうゲームをある程度やってきて難しいのを求めている人には、おすすめできません。
私は８分くらいでクリアしてしまい間違いの内容も簡単すぎて、それ以降やる気にならず開いていません。",negative,ボリューム不足,ボリューム・価格,ゲームが短く、内容が簡単だったため。
48,おすすめ,2,kamige-,positive,恐怖演出,演出・グラフィック,ゲーム内の描写や音声が非常に怖く、精神を揺さぶられる体験ができるため。
49,おすすめ,3,普通に面白かった。間違い探しだから1回きりのゲームだけど、満足度はある。,positive,間違い探し,ゲームシステム,間違い探しというシンプルなゲームシステムが楽しめたため。
50,おすすめ,1,"ジャンプスケアはほぼないものの、その不気味さが逆に怖い。

やっと7番まで乗り越えてきてうっかりして0番に戻るのエグすぎる。",positive,不気味さ,演出・グラフィック,ジャンプスケアは少ないものの、その不気味さが怖いと表現しているため。
51,おすすめ,7,見てないとき近づいてくるおじさん怖い,positive,おじさんの接近,演出・グラフィック,「おじさんが近づく」という表現が恐怖感を生み出しているため。
52,おすすめ,1,"4K解像度も対応していてグラフィックも綺麗です。
全異変コンプリートまで頑張りたいです。",positive,グラフィック,演出・グラフィック,美しいグラフィックに満足しているため。
53,おすすめ,1,『着信アリ』みたいな感じで、題名から多くの人が一気に興味を持った作品。やっぱりセンセーショナルで覚えやすい題名って大事なんだなと改めて認識できた。そして地下鉄の駅構内という、凹凸が極端に少ない場所を舞台にすることで、個人制作者なのにフォトリアルなグラフィックのゲームに仕上げることができている。通常、3Dグラフィックは凹凸、すなわちポリゴン数が多くなればなるほど制作が大変になる。しかしこの開発者は、舞台選びはもちろん「同じ場所をループする」というP.T.的なゲーム進行にすることで、アセットの量が極端に少なくても成立するゲーム体験を実現させている。これは本当に素晴らしいセンスだと思う。しかも、真っ白で凹凸の少ない駅構内だからこそ、間違い探しがやりやすく、遊んでいて理不尽さを一切感じない。多くの個人制作者は本作から学ぶことが沢山あるはず。,positive,舞台選びとゲーム進行,その他,舞台の選定とP.T.のようなループシステムが、少ないアセットでフォトリアルなグラフィックを実現するセンスの良さを示しているため。
54,おすすめ,2,"基本要素が通路一本のみと非常に小規模なので、異変のバリエーションが沢山あるのかと思ったが、意外と多くはない。
何かありそうで毎回凝視していた箇所に結局何の異変も仕込まれていなくて徒労感に襲われたりしたが、それもまた間違い探しの面白いところなのかも知れない。",positive,間違い探し,その他,作者は「間違い探し」のような要素を楽しんでいると表現しているため。
55,おすすめ,1,"たまに全然わからない異変がありますが大体は見てれば気づく異変でした。あまり”ホラー”という感じではないですが雰囲気など少し不気味な感じです。個人的に友達に画面を見せてワイワイするのをお勧めします。

映画記念で異変が増えたようですがまだ確認していないので楽しみです。",positive,雰囲気,演出・グラフィック,不気味な雰囲気が感じられるため。
56,おすすめ,2,間違い探しホラーという新ジャンルの面白さを世界に教えてくれた,positive,新ジャンル,その他,新しいゲームジャンルを提案した点が評価されているため。
57,おすすめ,1,,neutral,データなし,その他,レビュー本文が空です。
58,おすすめ,1,"すべての異変を見つけた。
意外と異変もわかりやすく、さくさくすすんでとても面白かった👍",positive,分かりやすさ,ゲームシステム,異変がわかりやすく、サクサク進められた点が面白く感じたため。
59,おすすめ,1,"不気味な雰囲気が良い
地味な異変から派手な異変までバリエーションが豊富で面白い",positive,バリエーション,演出・グラフィック,不気味な雰囲気と、地味な異変から派手な異変までのバリエーションが豊富である点が好まれているため。
60,おすすめしない,1,ラストの伏線回収がアツすぎた、、、、！,positive,伏線回収,その他,ラストの伏線の回収が感動的だったため。
61,おすすめしない,5,MUZUKASII,negative,ボリューム不足,ボリューム・価格,短すぎるゲーム内容に不満を述べているため。
62,おすすめ,1,"一応ホラゲーだけどおもろい
ホラゲー無理な人でも意外とできる",positive,おもろい,その他,ゲームが面白いと表現しているため。
63,おすすめ,4,"意外と怖い要素がある！
ゲーム自体はとてもシンプルで、異変を探して進むか戻るか

隙間から…とかちょっと怖い要素あるけど、異変には寄らずダッシュで戻る！！

映画化されたね～怖いけど見に行くかも迷う。

異変ないと思って進んで、０番出口だった時の絶望感はパネェっす
私は２時間でクリアして全異変もとってたらしい、いやわからんわｗ",positive,怖い要素,演出・グラフィック,隙間から…とかちょっと怖い要素があるという表現がポジティブな感情を引き起こしている。
64,おすすめ,3,"ただただ地下道を歩いてるだけなのにドキドキします。
あまり追加コンテンツに課金しない派ですが、課金してしまいました。
映画見に行こうかな？",positive,ドキドキ感,演出・グラフィック,地下道でのシンプルな行動が「ドキドキ」させる演出に評価しているため。
65,おすすめしない,0,gomi,negative,映画化,外部要因・映画化,映画化に関する不満を述べているため。
66,おすすめ,2,シンプルで面白い,positive,シンプルさ,ゲームシステム,「シンプルで面白い」と表現しているため。
67,おすすめしない,1,★☆☆☆☆,negative,ボリューム不足,ボリューム・価格,短すぎるゲーム内容に不満を述べているため。
68,おすすめ,3,面白い。癖になるグラ,positive,グラフィック,演出・グラフィック,「面白い」「癖になるグラ」と表現しているため。
69,おすすめ,1,"映画を見てｐｃでも買うことにしましたルールは単純なためとてもわかりやすくただ異変を
探すだけですがたまにわかりにくい異変があり見逃してしまうことがあります
このゲームはとても面白いです
東京メトロの謎解きもやりましたがとても面白かったです
映画も原作と同じ異変もありましたが新しい異変もありました
まだ２１個異変が残っているので探してみます😊",positive,ルールは単純なためとてもわかりやすく,ゲームシステム,シンプルなルールが分かりやすいため面白く感じているため。
70,おすすめ,3,"すべての異変を発見し、クリアしました。
3Dの間違い探しのようで、とても楽しいゲームでした。",positive,3Dの間違い探し,ゲームシステム,「3Dの間違い探しのようで、とても楽しい」と表現しているため。
71,おすすめしない,0,"視点がマジでごみ
ゲームの内容とか以前の問題
世界で一番無駄な金の使い方ｗ
映画になっとるからおもろいと思ったｗひょうしぬけｗ",negative,映画化,外部要因・映画化,映画化を理由にゲームの内容はつまらないと述べているため。
72,おすすめ,8,面白いです。,positive,面白さ,その他,「面白いです」という表現から、ゲームを肯定的に評価しているため。
73,おすすめ,2,"シンプル設定で異変を探すだけなのにワクワクドキドキして楽しかったです！
ミスって0に戻ると絶望するけれど、「8回こなせばクリアできる」という数字だけ見ればサクッとクリアできそうなところに救いがあるように感じ、めげずに済むため良い塩梅だと思いました。


ネタバレにならない内容ですが、念の為。
[spoiler]映画鑑賞記念に再び遊びましたが、追加された異変が映画で見たやつだ！と進研ゼミのようで楽しかったです。[spoiler]",positive,シンプル設定,ゲームシステム,シンプルな設定で異変を探すだけなのにワクワクドキドキする楽しさを味わえたため。
74,おすすめ,1,Good！,neutral,Good,その他,「Good」のみで感情が明確に読み取れないため。
75,おすすめしない,0,とても重いんですけどどうしたらいいですか？😢😢😢,negative,重さ,その他,ゲームが重く、困っていることを表現しているため。
76,おすすめ,0,"コスパよし
攻略サイトやYoutube実況を見ずにコンプリートできたら楽しいかも",positive,攻略不要,ゲームシステム,攻略サイトや動画なしでクリアできる楽しさを期待しているため。
77,おすすめしない,1,"これたぶん多人数でワイワイやる実況用のゲームです
気付けなかった間違いは何度やってもほぼ気付けないので
寝て頭を切り替えるとかしないと終わりません
そして細かく画面を見ないといけないのでめっちゃ酔う…
気分が悪くなるので繰り返しプレイが辛かったです",negative,繰り返しプレイ,その他,ゲームの性質上、何度もプレイする必要があるため、気分が悪くなってしまう。
78,おすすめ,5,"裏技もうはした！
すべての異変見つけた！",positive,謎解き要素,ゲームシステム,プレイヤーがゲーム内の謎を解くことに成功したという達成感を表現しているため。
79,おすすめ,0,おもしろかったです。,positive,おもしろい,その他,「おもしろかったです」という表現から、ゲームをポジティブに評価していることがわかるため。
80,おすすめ,5,"値段分は楽しめた

細かい間違い探しが主
無音の中でたまに効果音が鳴ると怖いけど音が鳴った時点で明確な異変（ユーザーにとってのご褒美）なのでその絶対量が少ないし、音もなくヌルっと忍び寄る…という異変もあるけど多くはないのでホラーなんだけどちゃんとわかりやすく怖い要素は決して多くはないというアンバランスさがあった

ギミックの量自体は多くて怖さやゲームのボリュームは程々というところが良かったように思う
ミス無く違和感に気づくのかそのまま通すかというプレイフィールはPapers, Pleaseに近いものを感じた",positive,アンバランスさ,演出・グラフィック,ホラー要素の多さとボリュームが程々で、わかりやすく怖い要素は多くないというアンバランスさが良かったと感じているため。
81,おすすめしない,2,酔う,negative,組織の問題,外部要因・映画化,ゲーム以外の組織の問題を指摘しているため。
82,おすすめ,0,"全異変を確認しましたが、
ホラーが苦手な私でもクリアできる程よいホラーと難易度でした。",positive,難易度,ゲームシステム,ホラーが苦手な人でもクリアできる程度の難易度であるため。
83,おすすめ,5,ルールが単純で攻略を見なくても誰でも何度でも楽しめるゲームです。,positive,ルール,ゲームシステム,シンプルなルールが誰でも楽しめる点を評価しているため。
84,おすすめ,1,ものの90分で終わったが面白い。,positive,面白さ,その他,ゲーム内容が面白かったため。
85,おすすめ,3,"映画鑑賞前に予習がてらプレイ
とても楽しめた
クリア後は未回収の異変のみが出てきたため、とてもストレスフリーだった",positive,ストレスフリー,その他,クリア後の未回収の異変がストレスを感じさせなかったため。
86,おすすめ,0,"リソース管理でもなく戦闘でもなく、先に進むか戻るかというすごくシンプルなルールで遊びを成立できて素晴らしい。

異変を見逃しスタートに戻されても、どうしてももう一度やり切りたい気持ちになる。最後に出口までくぐり抜けた時の達成感がすごい。それでも、またやり直したい。",positive,シンプルなルール,ゲームシステム,シンプルながらも奥深いルールが中毒性を生み出すため。
87,おすすめ,4,"よくこんなゲームを思いつくもんだと感心した。
そりゃ皆フォローするって。
単なる一発アイディア勝負で終わっていなくて
フォトリアルなグラと繰り返し出てくるおっさんで
怖さと笑いを両立している。
異変もそこそこの種類があるので全部見たくて
通路を走り回ってしまう。
久々にいいゲームを買った。",positive,フォトリアルなグラと繰り返し出てくるおっさん,演出・グラフィック,怖さと笑いを両立させている表現から、演出・グラフィックが評価されている。
88,おすすめ,12,"個人的にすごく楽しめました！
値段も安く、グラフィックのクオリティもすごく満足度もすごい！すごいのオンパレード！
わかりやすい異変から少しわかりにくい異変もあるけどちゃんと注意してみていけばわかるレベルでちょうどよく本当に楽しかった！
ホラー要素は少なめだと思います。
やっていると疑心暗鬼になってぐしゃぐしゃになることもあると思うけどクリアできたときにめっちゃうれしいからみんながんばれー！！！",positive,わかりやすい異変,演出・グラフィック,レビュー者は、ゲームの異変が「わかりやすい」と表現しており、楽しめたことを述べているため。
89,おすすめ,1,すべての異変を見つけるまで出ることができませんでした。僕は二宮和也です。,positive,探索要素,ゲームシステム,プレイヤーが全ての異変を見つけ出すという目標設定が、やり込み心を刺激しているため。
90,おすすめ,1,目が見えません,negative,演出,演出・グラフィック,「目が見えない」という表現から、視覚的な演出に問題があると感じているため。
91,おすすめ,2,"ドア良し！ポスター良し！天井良し！おじさん良し！異変無し！先に進むぞ！

？？？「いったい何を見て良しといったんですか？」

そういうゲーム。",positive,演出・グラフィック,演出・グラフィック,ドア、ポスター、天井、おじさんの描写が「良し」と評価されているため。
92,おすすめ,1,"実況動画をさんざん見てきたはずなのに、いざ自分でプレイしてみると意外に難しかった。
異変探しに集中してしまうので、ジャンプスケアで結構びっくりして良い。",positive,ジャンプスケア,演出・グラフィック,レビュー者はジャンプスケアで驚かされたと述べているため。
93,おすすめ,1,"SNSで話題になったゲーム。
少しホラー要素がありながら間違い探しをするゲームです。
だいたい1時間ぐらいで終わるので、メインゲームの合間だったり、コミュニティで画面共有しながら楽しんだりしました！！！
低価格なのに、とても満足しました。",positive,ボリューム感,ボリューム・価格,短時間で楽しめるボリュームでありながら低価格である点が評価されているため。
94,おすすめ,1,"実際、あまりこわくないんだけど、自分で恐怖をふくらませてしまうタイプのホラーというのかな。
お化け屋敷的なｗ

ただ、3Ｄ酔いしやすい人は注意。",positive,恐怖体験の演出,演出・グラフィック,プレイヤーが自分で恐怖を想像するような演出になっているため。
95,おすすめ,1,"このゲームを考えた人は天才です。
恐かった。その一言に尽きます。
このゲームが怖くなかった人は、
とりあえず病院に行って検査をしてください。",positive,恐ろしさ,演出・グラフィック,「恐しかった」と表現し、ゲームの怖さを強調しているため。
